Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,3,0.6100000000000001,symmetric,0.27654823225280567
100% Corpus,3,0.81,0.01,0.2920965632468031
100% Corpus,3,0.81,0.21000000000000002,0.28900574410229624
100% Corpus,3,0.81,0.41000000000000003,0.28614334967074845
100% Corpus,3,0.81,0.6100000000000001,0.279359983176623
100% Corpus,3,0.81,0.81,0.28993030392150204
100% Corpus,3,0.81,symmetric,0.2903181240234156
100% Corpus,3,symmetric,0.01,0.28412079506076765
100% Corpus,3,symmetric,0.21000000000000002,0.2941401831069355
100% Corpus,3,symmetric,0.41000000000000003,0.29471976322302934
100% Corpus,3,symmetric,0.6100000000000001,0.2752200336751448
100% Corpus,3,symmetric,0.81,0.2641511772058623
100% Corpus,3,symmetric,symmetric,0.28456927102483676
100% Corpus,3,asymmetric,0.01,0.3027325161198458
100% Corpus,3,asymmetric,0.21000000000000002,0.2853081115415457
100% Corpus,3,asymmetric,0.41000000000000003,0.29683024904667094
100% Corpus,3,asymmetric,0.6100000000000001,0.31057130374358427
100% Corpus,3,asymmetric,0.81,0.3541158502243354
100% Corpus,3,asymmetric,symmetric,0.2929211433193725
100% Corpus,4,0.01,0.01,0.28304762096481983
100% Corpus,4,0.01,0.21000000000000002,0.2916354357953097
100% Corpus,4,0.01,0.41000000000000003,0.2806247193888932
100% Corpus,4,0.01,0.6100000000000001,0.27991752339171755
100% Corpus,4,0.01,0.81,0.30126300463790595
100% Corpus,4,0.01,symmetric,0.2859603170373664
100% Corpus,4,0.21000000000000002,0.01,0.28487007810976617
100% Corpus,4,0.21000000000000002,0.21000000000000002,0.2938800684507724
100% Corpus,4,0.21000000000000002,0.41000000000000003,0.28250843053071384
100% Corpus,4,0.21000000000000002,0.6100000000000001,0.27638921413364453
100% Corpus,4,0.21000000000000002,0.81,0.3679592316683509
100% Corpus,4,0.21000000000000002,symmetric,0.2889620750430034
100% Corpus,4,0.41000000000000003,0.01,0.29104882388525805
100% Corpus,4,0.41000000000000003,0.21000000000000002,0.2905768023940911
100% Corpus,4,0.41000000000000003,0.41000000000000003,0.28988045447324473
100% Corpus,4,0.41000000000000003,0.6100000000000001,0.2851079876145318
100% Corpus,4,0.41000000000000003,0.81,0.32830760717885094
100% Corpus,4,0.41000000000000003,symmetric,0.28641270705511757
100% Corpus,4,0.6100000000000001,0.01,0.2894273476255168
100% Corpus,4,0.6100000000000001,0.21000000000000002,0.29057680239409117
100% Corpus,4,0.6100000000000001,0.41000000000000003,0.28748551798014144
100% Corpus,4,0.6100000000000001,0.6100000000000001,0.28533160093088406
100% Corpus,4,0.6100000000000001,0.81,0.3175546455579677
100% Corpus,4,0.6100000000000001,symmetric,0.2943665757614008
100% Corpus,4,0.81,0.01,0.291571711836453
100% Corpus,4,0.81,0.21000000000000002,0.2978040296131804
100% Corpus,4,0.81,0.41000000000000003,0.2942223631045082
100% Corpus,4,0.81,0.6100000000000001,0.2792753422329055
100% Corpus,4,0.81,0.81,0.3286086133911954
100% Corpus,4,0.81,symmetric,0.29356629480373203
100% Corpus,4,symmetric,0.01,0.2901802703873225
100% Corpus,4,symmetric,0.21000000000000002,0.2953586495701087
100% Corpus,4,symmetric,0.41000000000000003,0.2784268536770044
100% Corpus,4,symmetric,0.6100000000000001,0.2684581461696256
100% Corpus,4,symmetric,0.81,0.3613821130396743
100% Corpus,4,symmetric,symmetric,0.28888358520380186
100% Corpus,4,asymmetric,0.01,0.3075340291652099
100% Corpus,4,asymmetric,0.21000000000000002,0.28723809801316874
100% Corpus,4,asymmetric,0.41000000000000003,0.2802308563201286
100% Corpus,4,asymmetric,0.6100000000000001,0.37530704223373834
100% Corpus,4,asymmetric,0.81,0.4651145881563532
100% Corpus,4,asymmetric,symmetric,0.30309732473147094
100% Corpus,5,0.01,0.01,0.29476402896040693
100% Corpus,5,0.01,0.21000000000000002,0.28423849732325823
100% Corpus,5,0.01,0.41000000000000003,0.2878482948233544
100% Corpus,5,0.01,0.6100000000000001,0.34651181421900734
100% Corpus,5,0.01,0.81,0.41487814564826825
100% Corpus,5,0.01,symmetric,0.279041268450113
100% Corpus,5,0.21000000000000002,0.01,0.29742955174983743
100% Corpus,5,0.21000000000000002,0.21000000000000002,0.28059295966785697
100% Corpus,5,0.21000000000000002,0.41000000000000003,0.2869383904341503
100% Corpus,5,0.21000000000000002,0.6100000000000001,0.3696496920572946
100% Corpus,5,0.21000000000000002,0.81,0.41623072602829847
100% Corpus,5,0.21000000000000002,symmetric,0.28102466282711863
100% Corpus,5,0.41000000000000003,0.01,0.290788590373453
100% Corpus,5,0.41000000000000003,0.21000000000000002,0.28446830193371625
100% Corpus,5,0.41000000000000003,0.41000000000000003,0.2791888007729767
100% Corpus,5,0.41000000000000003,0.6100000000000001,0.39729352575098453
100% Corpus,5,0.41000000000000003,0.81,0.4407036754056932
100% Corpus,5,0.41000000000000003,symmetric,0.2814044360079577
100% Corpus,5,0.6100000000000001,0.01,0.30520488306017424
100% Corpus,5,0.6100000000000001,0.21000000000000002,0.2805086119731343
100% Corpus,5,0.6100000000000001,0.41000000000000003,0.28445761742471337
100% Corpus,5,0.6100000000000001,0.6100000000000001,0.3533814954019755
100% Corpus,5,0.6100000000000001,0.81,0.45873902071583145
100% Corpus,5,0.6100000000000001,symmetric,0.28160259226224127
100% Corpus,5,0.81,0.01,0.3088670998769917
100% Corpus,5,0.81,0.21000000000000002,0.28429643760304985
100% Corpus,5,0.81,0.41000000000000003,0.2842460174001732
100% Corpus,5,0.81,0.6100000000000001,0.3417552507402545
100% Corpus,5,0.81,0.81,0.4186092700690791
100% Corpus,5,0.81,symmetric,0.2861684550717831
100% Corpus,5,symmetric,0.01,0.30657005761800055
100% Corpus,5,symmetric,0.21000000000000002,0.28102466282711863
100% Corpus,5,symmetric,0.41000000000000003,0.26716222839578874
100% Corpus,5,symmetric,0.6100000000000001,0.36087293817981514
100% Corpus,5,symmetric,0.81,0.414790458285372
100% Corpus,5,symmetric,symmetric,0.28193933917657377
100% Corpus,5,asymmetric,0.01,0.30196352314619357
100% Corpus,5,asymmetric,0.21000000000000002,0.28382752157094576
100% Corpus,5,asymmetric,0.41000000000000003,0.27114461257659483
100% Corpus,5,asymmetric,0.6100000000000001,0.43588455824328953
100% Corpus,5,asymmetric,0.81,0.49449240373218134
100% Corpus,5,asymmetric,symmetric,0.2868077498255037
100% Corpus,6,0.01,0.01,0.29429964435222283
100% Corpus,6,0.01,0.21000000000000002,0.28828149380786083
100% Corpus,6,0.01,0.41000000000000003,0.3215926596129881
100% Corpus,6,0.01,0.6100000000000001,0.4249432763543128
100% Corpus,6,0.01,0.81,0.39231572434202766
100% Corpus,6,0.01,symmetric,0.27942336550444363
100% Corpus,6,0.21000000000000002,0.01,0.2881962264320009
100% Corpus,6,0.21000000000000002,0.21000000000000002,0.29850811223119184
100% Corpus,6,0.21000000000000002,0.41000000000000003,0.32060952944376225
100% Corpus,6,0.21000000000000002,0.6100000000000001,0.41997142922906266
100% Corpus,6,0.21000000000000002,0.81,0.36108119970977387
100% Corpus,6,0.21000000000000002,symmetric,0.293584415080024
100% Corpus,6,0.41000000000000003,0.01,0.28687867537113865
100% Corpus,6,0.41000000000000003,0.21000000000000002,0.28113903160346054
100% Corpus,6,0.41000000000000003,0.41000000000000003,0.30717065075948574
100% Corpus,6,0.41000000000000003,0.6100000000000001,0.4211321789025619
100% Corpus,6,0.41000000000000003,0.81,0.40505969240220696
100% Corpus,6,0.41000000000000003,symmetric,0.28703467578010294
100% Corpus,6,0.6100000000000001,0.01,0.2944222243975196
100% Corpus,6,0.6100000000000001,0.21000000000000002,0.29275509821740336
100% Corpus,6,0.6100000000000001,0.41000000000000003,0.2931282585790754
100% Corpus,6,0.6100000000000001,0.6100000000000001,0.3872493501954568
100% Corpus,6,0.6100000000000001,0.81,0.4037017801163669
100% Corpus,6,0.6100000000000001,symmetric,0.2800970122591656
100% Corpus,6,0.81,0.01,0.30097582525603217
100% Corpus,6,0.81,0.21000000000000002,0.3084854974286106
100% Corpus,6,0.81,0.41000000000000003,0.28171482077509186
100% Corpus,6,0.81,0.6100000000000001,0.36160628533280015
100% Corpus,6,0.81,0.81,0.3936315888189255
100% Corpus,6,0.81,symmetric,0.3034864089152926
100% Corpus,6,symmetric,0.01,0.29182460121929926
100% Corpus,6,symmetric,0.21000000000000002,0.2891531054574536
100% Corpus,6,symmetric,0.41000000000000003,0.3228306643094807
100% Corpus,6,symmetric,0.6100000000000001,0.4238088713022939
100% Corpus,6,symmetric,0.81,0.4163048025239271
100% Corpus,6,symmetric,symmetric,0.2887738579708367
100% Corpus,6,asymmetric,0.01,0.28677297005099534
100% Corpus,6,asymmetric,0.21000000000000002,0.2788010601386951
100% Corpus,6,asymmetric,0.41000000000000003,0.37578676035782516
100% Corpus,6,asymmetric,0.6100000000000001,0.4907814669991975
100% Corpus,6,asymmetric,0.81,0.48660014979359856
100% Corpus,6,asymmetric,symmetric,0.2724125736655583
100% Corpus,7,0.01,0.01,0.2971874010203731
100% Corpus,7,0.01,0.21000000000000002,0.2957685702511378
100% Corpus,7,0.01,0.41000000000000003,0.34453858095783463
100% Corpus,7,0.01,0.6100000000000001,0.40788642681955706
100% Corpus,7,0.01,0.81,0.3565769414772597
100% Corpus,7,0.01,symmetric,0.28681944956374
100% Corpus,7,0.21000000000000002,0.01,0.2883926248314014
100% Corpus,7,0.21000000000000002,0.21000000000000002,0.2973861979097544
100% Corpus,7,0.21000000000000002,0.41000000000000003,0.3493583757540077
100% Corpus,7,0.21000000000000002,0.6100000000000001,0.4319011711563431
100% Corpus,7,0.21000000000000002,0.81,0.3662856328190317
100% Corpus,7,0.21000000000000002,symmetric,0.2945387633389047
100% Corpus,7,0.41000000000000003,0.01,0.29092270191694614
100% Corpus,7,0.41000000000000003,0.21000000000000002,0.2894600754218347
100% Corpus,7,0.41000000000000003,0.41000000000000003,0.36229320410685517
100% Corpus,7,0.41000000000000003,0.6100000000000001,0.41559210579081285
100% Corpus,7,0.41000000000000003,0.81,0.391095886961332
100% Corpus,7,0.41000000000000003,symmetric,0.29586701322757675
100% Corpus,7,0.6100000000000001,0.01,0.29375421358691584
100% Corpus,7,0.6100000000000001,0.21000000000000002,0.2917569971393101
100% Corpus,7,0.6100000000000001,0.41000000000000003,0.34858237295844596
100% Corpus,7,0.6100000000000001,0.6100000000000001,0.40284440749333145
100% Corpus,7,0.6100000000000001,0.81,0.39221478667641446
100% Corpus,7,0.6100000000000001,symmetric,0.2916650644033397
100% Corpus,7,0.81,0.01,0.2998197001064807
100% Corpus,7,0.81,0.21000000000000002,0.2929471555210762
100% Corpus,7,0.81,0.41000000000000003,0.29818243343140016
100% Corpus,7,0.81,0.6100000000000001,0.3783525116943457
100% Corpus,7,0.81,0.81,0.39576097136019145
100% Corpus,7,0.81,symmetric,0.2957458796911157
100% Corpus,7,symmetric,0.01,0.29246594250561886
100% Corpus,7,symmetric,0.21000000000000002,0.2780714970068026
100% Corpus,7,symmetric,0.41000000000000003,0.33173286159831
100% Corpus,7,symmetric,0.6100000000000001,0.41973108555168076
100% Corpus,7,symmetric,0.81,0.36560981303818235
100% Corpus,7,symmetric,symmetric,0.29323800590784305
100% Corpus,7,asymmetric,0.01,0.28093044695605596
100% Corpus,7,asymmetric,0.21000000000000002,0.2886282606114991
100% Corpus,7,asymmetric,0.41000000000000003,0.4307086290859248
100% Corpus,7,asymmetric,0.6100000000000001,0.4999989009225709
100% Corpus,7,asymmetric,0.81,0.44606225145964856
100% Corpus,7,asymmetric,symmetric,0.2861331297979734
100% Corpus,8,0.01,0.01,0.2894804023594599
100% Corpus,8,0.01,0.21000000000000002,0.2923782966194584
100% Corpus,8,0.01,0.41000000000000003,0.30466538255392595
100% Corpus,8,0.01,0.6100000000000001,0.4289722673437163
100% Corpus,8,0.01,0.81,0.45041093881185545
100% Corpus,8,0.01,symmetric,0.2937152345723971
100% Corpus,8,0.21000000000000002,0.01,0.2913518531098357
100% Corpus,8,0.21000000000000002,0.21000000000000002,0.295574980867233
100% Corpus,8,0.21000000000000002,0.41000000000000003,0.3779474910209747
100% Corpus,8,0.21000000000000002,0.6100000000000001,0.4386847509330819
100% Corpus,8,0.21000000000000002,0.81,0.4314955750733407
100% Corpus,8,0.21000000000000002,symmetric,0.28824266279881205
100% Corpus,8,0.41000000000000003,0.01,0.28195623781453205
100% Corpus,8,0.41000000000000003,0.21000000000000002,0.2908550262687569
100% Corpus,8,0.41000000000000003,0.41000000000000003,0.33598678856272857
100% Corpus,8,0.41000000000000003,0.6100000000000001,0.45982568977053373
100% Corpus,8,0.41000000000000003,0.81,0.4543180783766494
100% Corpus,8,0.41000000000000003,symmetric,0.2912507844671347
100% Corpus,8,0.6100000000000001,0.01,0.2896779979513605
100% Corpus,8,0.6100000000000001,0.21000000000000002,0.2898828920379729
100% Corpus,8,0.6100000000000001,0.41000000000000003,0.33209296691093015
100% Corpus,8,0.6100000000000001,0.6100000000000001,0.4266682453102398
100% Corpus,8,0.6100000000000001,0.81,0.4433594308351869
100% Corpus,8,0.6100000000000001,symmetric,0.2896028491836026
100% Corpus,8,0.81,0.01,0.28834621067551214
100% Corpus,8,0.81,0.21000000000000002,0.2958686077263449
100% Corpus,8,0.81,0.41000000000000003,0.31126425273712666
100% Corpus,8,0.81,0.6100000000000001,0.4223576562036445
100% Corpus,8,0.81,0.81,0.42349498869981095
100% Corpus,8,0.81,symmetric,0.2963035692352506
100% Corpus,8,symmetric,0.01,0.28422686805352826
100% Corpus,8,symmetric,0.21000000000000002,0.285426879895466
100% Corpus,8,symmetric,0.41000000000000003,0.36604216610309576
100% Corpus,8,symmetric,0.6100000000000001,0.4265103721173728
100% Corpus,8,symmetric,0.81,0.4628247950476546
100% Corpus,8,symmetric,symmetric,0.28186545479144165
100% Corpus,8,asymmetric,0.01,0.28481209575148914
100% Corpus,8,asymmetric,0.21000000000000002,0.31924466062554807
100% Corpus,8,asymmetric,0.41000000000000003,0.4386651234253773
100% Corpus,8,asymmetric,0.6100000000000001,0.49744069353756193
100% Corpus,8,asymmetric,0.81,0.45377079640121204
100% Corpus,8,asymmetric,symmetric,0.2790187846598936
100% Corpus,9,0.01,0.01,0.2886300302846863
100% Corpus,9,0.01,0.21000000000000002,0.3025937057453706
100% Corpus,9,0.01,0.41000000000000003,0.37317253041865034
100% Corpus,9,0.01,0.6100000000000001,0.4175968837413394
100% Corpus,9,0.01,0.81,0.45813351219888276
100% Corpus,9,0.01,symmetric,0.2882392510163713
100% Corpus,9,0.21000000000000002,0.01,0.2848389782596212
100% Corpus,9,0.21000000000000002,0.21000000000000002,0.29501364847478045
100% Corpus,9,0.21000000000000002,0.41000000000000003,0.3829158643674236
100% Corpus,9,0.21000000000000002,0.6100000000000001,0.4254642517674334
100% Corpus,9,0.21000000000000002,0.81,0.44898890608067976
100% Corpus,9,0.21000000000000002,symmetric,0.2884817994173534
100% Corpus,9,0.41000000000000003,0.01,0.2812836205880511
100% Corpus,9,0.41000000000000003,0.21000000000000002,0.29637931395525446
100% Corpus,9,0.41000000000000003,0.41000000000000003,0.37667938122427747
100% Corpus,9,0.41000000000000003,0.6100000000000001,0.4521387416113744
100% Corpus,9,0.41000000000000003,0.81,0.45437657868514353
100% Corpus,9,0.41000000000000003,symmetric,0.28807987477263697
100% Corpus,9,0.6100000000000001,0.01,0.2935015827023085
100% Corpus,9,0.6100000000000001,0.21000000000000002,0.2953596163696823
100% Corpus,9,0.6100000000000001,0.41000000000000003,0.3792024072017955
100% Corpus,9,0.6100000000000001,0.6100000000000001,0.43285171863354244
100% Corpus,9,0.6100000000000001,0.81,0.47823652759779134
100% Corpus,9,0.6100000000000001,symmetric,0.28979606042361117
100% Corpus,9,0.81,0.01,0.28925893845842554
100% Corpus,9,0.81,0.21000000000000002,0.2842251182501663
100% Corpus,9,0.81,0.41000000000000003,0.337151413734563
100% Corpus,9,0.81,0.6100000000000001,0.43678782285042156
100% Corpus,9,0.81,0.81,0.4469720935972952
100% Corpus,9,0.81,symmetric,0.2869859067588979
100% Corpus,9,symmetric,0.01,0.2934085411809733
100% Corpus,9,symmetric,0.21000000000000002,0.30920815860944545
100% Corpus,9,symmetric,0.41000000000000003,0.3665896658668173
100% Corpus,9,symmetric,0.6100000000000001,0.4236817426663546
100% Corpus,9,symmetric,0.81,0.4622314775740969
100% Corpus,9,symmetric,symmetric,0.2952914028992881
100% Corpus,9,asymmetric,0.01,0.28064016682155934
100% Corpus,9,asymmetric,0.21000000000000002,0.3554785380899761
100% Corpus,9,asymmetric,0.41000000000000003,0.46171900370949814
100% Corpus,9,asymmetric,0.6100000000000001,0.4945573276148018
100% Corpus,9,asymmetric,0.81,0.4536566334462317
100% Corpus,9,asymmetric,symmetric,0.30210137901176304
100% Corpus,10,0.01,0.01,0.28022120723332117
100% Corpus,10,0.01,0.21000000000000002,0.2861166914416432
100% Corpus,10,0.01,0.41000000000000003,0.4210053906168721
100% Corpus,10,0.01,0.6100000000000001,0.40365836767372276
100% Corpus,10,0.01,0.81,0.417184322068431
100% Corpus,10,0.01,symmetric,0.2886721721484242
100% Corpus,10,0.21000000000000002,0.01,0.2807648042598579
100% Corpus,10,0.21000000000000002,0.21000000000000002,0.29055260868293076
100% Corpus,10,0.21000000000000002,0.41000000000000003,0.45042610454410514
100% Corpus,10,0.21000000000000002,0.6100000000000001,0.4229605547134524
100% Corpus,10,0.21000000000000002,0.81,0.40917451128276194
100% Corpus,10,0.21000000000000002,symmetric,0.27813324136085205
100% Corpus,10,0.41000000000000003,0.01,0.28461547290196815
100% Corpus,10,0.41000000000000003,0.21000000000000002,0.2867684446252595
100% Corpus,10,0.41000000000000003,0.41000000000000003,0.4196940739776471
100% Corpus,10,0.41000000000000003,0.6100000000000001,0.41040782573852985
100% Corpus,10,0.41000000000000003,0.81,0.4441242924892686
100% Corpus,10,0.41000000000000003,symmetric,0.281303165790011
100% Corpus,10,0.6100000000000001,0.01,0.2815312737375118
100% Corpus,10,0.6100000000000001,0.21000000000000002,0.28790959449622144
100% Corpus,10,0.6100000000000001,0.41000000000000003,0.39256709790552974
100% Corpus,10,0.6100000000000001,0.6100000000000001,0.427851906523877
100% Corpus,10,0.6100000000000001,0.81,0.45762896983187434
100% Corpus,10,0.6100000000000001,symmetric,0.29033253847854706
100% Corpus,10,0.81,0.01,0.2855005996538204
100% Corpus,10,0.81,0.21000000000000002,0.2856275147879857
100% Corpus,10,0.81,0.41000000000000003,0.35134592399427855
100% Corpus,10,0.81,0.6100000000000001,0.4086836125635106
100% Corpus,10,0.81,0.81,0.4732847521445427
100% Corpus,10,0.81,symmetric,0.2896391978558427
100% Corpus,10,symmetric,0.01,0.28632591460612283
100% Corpus,10,symmetric,0.21000000000000002,0.3004839789755168
100% Corpus,10,symmetric,0.41000000000000003,0.43193023437316985
100% Corpus,10,symmetric,0.6100000000000001,0.43297267927665894
100% Corpus,10,symmetric,0.81,0.4605033858212579
100% Corpus,10,symmetric,symmetric,0.29606651232591297
100% Corpus,10,asymmetric,0.01,0.28391625422022465
100% Corpus,10,asymmetric,0.21000000000000002,0.35363744159062993
100% Corpus,10,asymmetric,0.41000000000000003,0.4557151451440797
100% Corpus,10,asymmetric,0.6100000000000001,0.4642308811198582
100% Corpus,10,asymmetric,0.81,0.36393539703838734
100% Corpus,10,asymmetric,symmetric,0.30703052874865333
